ts_code,trade_date,total_mv,float_mv,total_share,float_share,free_share,turnover_rate,turnover_rate_f,pe,pe_ttm,pb
000001.SH,20150803,34926958600413.0,25458575571042.0,3628142914094.0,2648148101997.0,897635266190.0,1.37,4.04,16.85,16.54,2.04
000001.SH,20150804,36114954395045.0,26367847760432.0,3628142914094.0,2648148101997.0,897656922899.0,1.37,4.03,17.42,17.1,2.11
000001.SH,20150805,35500194559504.0,25939648252137.0,3628173818094.0,2648770346237.0,898147809331.0,1.38,4.07,17.12,16.81,2.07
000001.SH,20150806,35184991864453.0,25729616844114.0,3628325268768.0,2649066111184.0,898166871380.0,1.03,3.05,16.97,16.63,2.06
000001.SH,20150807,35880923100153.0,26193758561104.0,3623136557573.0,2639155354200.0,898189205469.0,1.29,3.78,17.33,16.98,2.1
000001.SH,20150810,37642832119092.0,27589869430519.0,3628427023153.0,2650494077683.0,898504618027.0,1.87,5.52,18.16,17.8,2.2
000001.SH,20150811,37600258617162.0,27577264861608.0,3628685463785.0,2650495126683.0,898638470762.0,2.03,5.98,18.14,17.77,2.2
000001.SH,20150812,37192403429138.0,27301170889835.0,3628685463785.0,2650495126683.0,898958220666.0,1.67,4.91,17.94,17.57,2.17
000001.SH,20150813,37789305008042.0,27760900893489.0,3628712313785.0,2651095126683.0,898938957922.0,1.62,4.77,18.23,17.85,2.21
000001.SH,20150814,37877471361838.0,27819493940572.0,3630847392120.0,2651291324660.0,898966072648.0,1.76,5.2,18.27,17.89,2.21
000001.SH,20150817,38089783920855.0,27978611252564.0,3631620316276.0,2650968301331.0,898905523515.0,1.73,5.11,18.37,17.96,2.23
000001.SH,20150818,35838455285625.0,26345982242997.0,3631619916276.0,2650971251098.0,898917312671.0,2.05,6.04,17.29,16.9,2.09
000001.SH,20150819,36206321176041.0,26650242078303.0,3631619916276.0,2651001214387.0,900634914236.0,1.79,5.27,17.47,17.07,2.11
000001.SH,20150820,35033237074931.0,25779401255341.0,3632261927642.0,2652610030320.0,901354401712.0,1.47,4.32,16.9,16.5,2.04
000001.SH,20150821,33595057390700.0,24714934872152.0,3632261927642.0,2652612898320.0,901206334806.0,1.39,4.1,16.21,15.79,1.96
000001.SH,20150824,30713406708528.0,22661852342178.0,3632309948159.0,2659312961452.0,901350163102.0,1.25,3.7,14.82,14.45,1.79
000001.SH,20150825,28378421495245.0,20928087068046.0,3633733432761.0,2659460961452.0,901477872040.0,1.32,3.89,13.69,13.32,1.65
000001.SH,20150826,28155038322138.0,20711939631779.0,3633737367361.0,2660830961452.0,902084322890.0,1.75,5.16,13.58,13.2,1.64
000001.SH,20150827,29711648666348.0,21828951517090.0,3634278033406.0,2660845716774.0,905463041031.0,1.5,4.41,14.33,13.84,1.72
000001.SH,20150828,31044548205264.0,22839176354202.0,3634321970137.0,2660845716774.0,905378349693.0,1.66,4.88,14.98,14.52,1.78
000001.SH,20150831,30857688472741.0,22757490053030.0,3634292400137.0,2663248952813.0,907970291354.0,1.49,4.37,14.89,14.31,1.75
000001.SH,20150901,30714171147969.0,22572975950246.0,3634556778106.0,2663248952813.0,907357979186.0,1.62,4.76,14.82,14.24,1.74
000001.SH,20150902,30802599008989.0,22563010324089.0,3636900643778.0,2663257589433.0,907287108687.0,1.64,4.82,14.86,14.28,1.74
000001.SH,20150907,29867993001344.0,21932310289321.0,3638449949289.0,2665500850540.0,907811490084.0,1.11,3.26,14.41,13.85,1.69
000001.SH,20150908,30702484360993.0,22528319771597.0,3639390734274.0,2665581533853.0,907861883589.0,0.96,2.81,14.81,14.23,1.73
000001.SH,20150909,31362601949982.0,23017471231880.0,3640254207161.0,2666255964011.0,908471382282.0,1.4,4.12,15.13,14.54,1.77
000001.SH,20150910,30983126925657.0,22798213427275.0,3641775804014.0,2668871540168.0,909673361075.0,1.02,3.0,14.95,14.36,1.75
000001.SH,20150911,30977227622846.0,22794813094001.0,3642346133148.0,2668871540168.0,909892095173.0,0.84,2.46,14.94,14.36,1.75
000001.SH,20150914,30280799261400.0,22286205913554.0,3643049735233.0,2670349040168.0,911347935403.0,1.29,3.79,14.61,14.04,1.71
000001.SH,20150915,29303313600682.0,21525062162474.0,3643060795610.0,2670730644618.0,911625501743.0,0.93,2.73,14.14,13.59,1.65
000001.SH,20150916,30628682420201.0,22507878597539.0,3645864191773.0,2670989544294.0,911528160228.0,1.04,3.04,14.77,14.2,1.73
000001.SH,20150917,30007170878275.0,22042150247729.0,3646417862773.0,2673390169500.0,913245958269.0,1.19,3.47,14.48,13.91,1.69
000001.SH,20150918,30096319268234.0,22127048108348.0,3646694921627.0,2674077385954.0,913693245777.0,0.78,2.28,14.52,13.95,1.7
000001.SH,20150921,30599371319478.0,22502747370191.0,3647234521627.0,2674461684428.0,913735635794.0,0.89,2.62,14.76,14.19,1.73
000001.SH,20150922,30890597624099.0,22696834898447.0,3647370640117.0,2674548867518.0,913793710764.0,1.03,3.0,14.9,14.32,1.74
000001.SH,20150923,30203418545590.0,22179652566188.0,3649947831714.0,2674582217518.0,913827060764.0,0.88,2.58,14.57,14.0,1.71
000001.SH,20150924,30432959699463.0,22367434902735.0,3651580149240.0,2676654624335.0,914852975707.0,0.79,2.32,14.68,14.11,1.72
000001.SH,20150925,30013028574169.0,22066771751798.0,3652515038074.0,2677617159827.0,916069301560.0,0.88,2.57,14.48,13.91,1.7
000001.SH,20150928,30053217670753.0,22093662216146.0,3654518582335.0,2678262640205.0,916545272951.0,0.58,1.71,14.5,13.93,1.7
000001.SH,20150929,29451115346190.0,21642826873756.0,3657341136897.0,2680030610281.0,917205605560.0,0.61,1.78,14.21,13.65,1.66
000001.SH,20150930,29594247471348.0,21765120827259.0,3659352085831.0,2683300332669.0,919028615908.0,0.55,1.59,14.28,13.72,1.67
000001.SH,20151008,30445779688893.0,22405091407431.0,3659352085831.0,2683666669059.0,919352047054.0,0.87,2.54,14.69,14.12,1.72
000001.SH,20151009,30828153639239.0,22698045787902.0,3661012324181.0,2685468100288.0,919375961508.0,0.87,2.55,14.87,14.29,1.74
000001.SH,20151012,31811878214981.0,23424443296561.0,3662533890749.0,2690271902190.0,920446323353.0,1.43,4.18,15.35,14.75,1.8
000001.SH,20151013,31834328880252.0,23410858319429.0,3668718736749.0,2691660172177.0,921356966089.0,1.1,3.22,15.36,14.76,1.8
000001.SH,20151014,31539140330333.0,23302334113034.0,3669015556319.0,2699500159438.0,922036762715.0,1.09,3.19,15.21,14.62,1.78
000001.SH,20151015,32236936280939.0,23823272337758.0,3669071584889.0,2699852955983.0,922352304299.0,1.17,3.42,15.55,14.94,1.82
000001.SH,20151016,32729669190158.0,24182637599352.0,3670061628257.0,2700079659983.0,922797381296.0,1.46,4.27,15.79,15.18,1.85
000001.SH,20151019,32696408195897.0,24158958726644.0,3670061628257.0,2701532805405.0,923113436327.0,1.4,4.09,15.77,15.16,1.85
000001.SH,20151020,33040309380550.0,24423990363518.0,3670293765009.0,2701657075509.0,923170793309.0,1.18,3.45,15.94,15.32,1.87
000001.SH,20151021,32184854615540.0,23777165641707.0,3670816663372.0,2701660529427.0,923174247227.0,1.69,4.95,15.53,14.92,1.82
000001.SH,20151022,32588051470239.0,24064253294761.0,3671835407743.0,2701760529427.0,923657278571.0,1.19,3.49,15.72,15.11,1.84
000001.SH,20151023,32976994859835.0,24369271902102.0,3672262529006.0,2702704319508.0,923966381288.0,1.28,3.75,15.91,15.29,1.86
000001.SH,20151026,33126593158996.0,24492643687177.0,3672462529006.0,2703269266508.0,923955100883.0,1.35,3.94,15.98,15.37,1.86
000001.SH,20151027,33151495964666.0,24523668372890.0,3672462413506.0,2703395121508.0,923550000069.0,1.21,3.54,15.99,15.4,1.86
000001.SH,20151028,32610235972582.0,24114169570008.0,3672462413506.0,2703629266508.0,922614986799.0,1.08,3.17,15.73,15.14,1.83
000001.SH,20151029,32718931135346.0,24189351882982.0,3673373325272.0,2703360364856.0,923329053688.0,0.87,2.55,15.78,16.08,1.84
000001.SH,20151030,32716898520367.0,24134680144188.0,3675651325335.0,2703360364856.0,923343007190.0,0.9,2.63,15.78,15.62,1.83
000001.SH,20151102,32172558506282.0,23718210561647.0,3675651325335.0,2703656733761.0,920621517042.0,0.85,2.5,15.52,15.39,1.78
000001.SH,20151103,32065794026670.0,23630413551117.0,3675651325335.0,2703656733761.0,923382430558.0,0.71,2.08,15.47,15.34,1.78
000001.SH,20151104,33433822479377.0,24631160740034.0,3675651325335.0,2703718805614.0,923433043002.0,1.25,3.66,16.13,16.0,1.85
000001.SH,20151105,34076577200939.0,25094397805326.0,3675587383377.0,2703654863656.0,923366077501.0,2.04,5.98,16.44,16.31,1.89
000001.SH,20151106,34698028031776.0,25550139428766.0,3675816808446.0,2703952334371.0,923457319040.0,1.58,4.64,16.74,16.6,1.93
000001.SH,20151109,35310366432468.0,25968446185853.0,3676239141971.0,2705120244609.0,924281161568.0,1.86,5.43,17.03,16.9,1.96
000001.SH,20151110,35224296451434.0,25913320679738.0,3676239141971.0,2705120244609.0,923685842174.0,1.59,4.64,16.99,16.85,1.95
000001.SH,20151111,35274297510610.0,25935989026934.0,3676239141971.0,2705259277538.0,923837783863.0,1.33,3.9,17.02,16.88,1.96
000001.SH,20151112,35067073483258.0,25755036228384.0,3676239141971.0,2705263365956.0,923841872281.0,1.33,3.91,16.92,16.78,1.95
000001.SH,20151113,34589380632608.0,25388397307067.0,3687968952480.0,2705263365956.0,923839078581.0,1.27,3.73,16.69,16.55,1.92
000001.SH,20151116,34819847493308.0,25615208566057.0,3689801625873.0,2713991748964.0,925617887115.0,1.01,2.97,16.8,16.66,1.93
000001.SH,20151117,34811238127230.0,25614219997417.0,3689801625873.0,2715557371031.0,927142269559.0,1.41,4.13,16.79,16.66,1.93
000001.SH,20151118,34501429272078.0,25398586276182.0,3689801625873.0,2715709847009.0,927294745537.0,1.09,3.2,16.64,16.51,1.91
000001.SH,20151119,34951175293854.0,25715349048780.0,3691332283014.0,2715590449180.0,927449599579.0,0.91,2.67,16.86,16.72,1.94
000001.SH,20151120,35074205043576.0,25806323494466.0,3693098113778.0,2715967594022.0,927768054421.0,1.14,3.34,16.92,16.78,1.94
000001.SH,20151123,34866738595941.0,25669247794823.0,3692584427014.0,2715527894988.0,927876174159.0,1.16,3.4,16.83,16.7,1.93
000001.SH,20151124,34907191106464.0,25675886266267.0,3692785020486.0,2715527894988.0,927876174159.0,0.91,2.68,16.85,16.72,1.93
000001.SH,20151125,35203277407424.0,25907226766573.0,3692861228511.0,2715699707068.0,927933082279.0,1.0,2.93,16.99,16.86,1.95
000001.SH,20151126,35092469646798.0,25823448003625.0,3692912573322.0,2715836415802.0,928069791013.0,1.13,3.3,16.94,16.81,1.94
000001.SH,20151127,33251647416777.0,24442481381164.0,3693972949683.0,2715858208482.0,928111332218.0,1.3,3.8,16.05,15.93,1.84
000001.SH,20151130,33357560903415.0,24496451186998.0,3694527249483.0,2716099714176.0,928171380040.0,1.11,3.26,16.1,15.98,1.85
000001.SH,20151201,33427016687977.0,24589169466036.0,3694861646640.0,2716302013976.0,928290957559.0,0.92,2.7,16.13,16.01,1.85
000001.SH,20151202,34309689750034.0,25229411980593.0,3694865816640.0,2716362408865.0,928315151277.0,1.11,3.24,16.56,16.43,1.9
000001.SH,20151203,34809673363181.0,25570499860365.0,3694874165640.0,2718171071826.0,930130576238.0,1.03,3.01,16.8,16.67,1.93
000001.SH,20151204,34169045156124.0,25110684849117.0,3695686553711.0,2718492345660.0,930152476441.0,0.92,2.68,16.49,16.36,1.89
000001.SH,20151207,34252778524061.0,25204318509530.0,3696407754139.0,2718938720395.0,930271841894.0,0.76,2.22,16.53,16.4,1.89
000001.SH,20151208,33634529790379.0,24738827102411.0,3697359061842.0,2718938720395.0,930278927891.0,0.82,2.4,16.23,16.11,1.86
000001.SH,20151209,33677515578483.0,24756368067850.0,3697583642360.0,2718938720395.0,930312512601.0,0.71,2.08,16.25,16.13,1.86
000001.SH,20151210,33510058154326.0,24629136863864.0,3697632221645.0,2718938720395.0,930311512601.0,0.73,2.13,16.17,16.05,1.85
000001.SH,20151211,33307348990680.0,24473343896476.0,3698195620152.0,2719081220395.0,930449976146.0,0.67,1.95,16.08,15.95,1.84
000001.SH,20151214,34153633167755.0,25071527360393.0,3700755719532.0,2719754900395.0,930472594230.0,0.79,2.3,16.48,16.36,1.89
000001.SH,20151215,34004676200503.0,24983868913272.0,3700755719532.0,2720968820395.0,930934484859.0,0.73,2.13,16.41,16.29,1.88
000001.SH,20151216,34092616422122.0,25003146612270.0,3705129513287.0,2721027640395.0,930993304859.0,0.71,2.06,16.46,16.33,1.88
000001.SH,20151217,34672993027374.0,25432614167603.0,3705145032006.0,2721142634726.0,931108453090.0,1.04,3.03,16.74,16.61,1.91
000001.SH,20151218,34743925639127.0,25458617016542.0,3708228518942.0,2721911019739.0,931638489504.0,1.0,2.93,16.76,16.64,1.92
000001.SH,20151221,35368121667833.0,25939455766415.0,3708265637289.0,2722395489536.0,931772731775.0,1.1,3.2,17.06,16.93,1.95
000001.SH,20151222,35427476554564.0,25999174338109.0,3708265637289.0,2722395489536.0,931784300031.0,0.95,2.79,17.09,16.96,1.95
000001.SH,20151223,35320526403008.0,25906479500035.0,3708866769889.0,2722679624054.0,932132195943.0,1.09,3.19,17.04,16.91,1.95
000001.SH,20151224,35124658224826.0,25751687029061.0,3709731124589.0,2722991624054.0,932339195943.0,0.83,2.43,16.94,16.81,1.94
000001.SH,20151225,35255702002378.0,25849397694952.0,3709731124589.0,2723133982151.0,932481554040.0,0.72,2.11,17.0,16.88,1.94
000001.SH,20151228,34347630481157.0,25186562067536.0,3710299124589.0,2723700139258.0,932730572734.0,0.98,2.86,16.57,16.44,1.89
000001.SH,20151229,34638139188158.0,25405273162277.0,3711720939753.0,2724029317420.0,932888216940.0,0.66,1.93,16.71,16.58,1.91
000001.SH,20151230,34711016745608.0,25491395645708.0,3712048510151.0,2727841155972.0,934379477401.0,0.68,1.99,16.74,16.62,1.91
000001.SH,20151231,34412377013931.0,25277872336014.0,3712369188004.0,2728354189712.0,940102948739.0,0.65,1.87,16.6,16.47,1.9
000001.SH,20160104,32138854774585.0,23612340352446.0,3712757035022.0,2729107202538.0,940835448188.0,0.67,1.95,15.5,15.39,1.77
000001.SH,20160105,32071498248132.0,23584963882811.0,3712755179829.0,2729105347345.0,941137575167.0,0.97,2.82,15.47,15.34,1.76
000001.SH,20160106,32798168165246.0,24106064037531.0,3713546447664.0,2729206972633.0,941238577355.0,0.87,2.53,15.82,15.69,1.8
000001.SH,20160107,30617414673622.0,22525101605609.0,3715775660440.0,2733580641638.0,943491020309.0,0.26,0.74,14.76,14.65,1.68
000001.SH,20160108,31224074505896.0,22975462925751.0,3715937079690.0,2736286785218.0,944683198406.0,1.04,3.02,15.05,14.93,1.72
000001.SH,20160111,29617751895179.0,21800716462858.0,3716546884232.0,2737547287576.0,944674631255.0,0.99,2.86,14.28,14.17,1.63
000001.SH,20160112,29678090275203.0,21848498233974.0,3716779780884.0,2737814828391.0,944822652968.0,0.76,2.19,14.31,14.2,1.63
000001.SH,20160113,28976498085382.0,21334458940488.0,3715283114979.0,2736438570486.0,944810794861.0,0.71,2.05,13.97,13.86,1.59
000001.SH,20160114,29490141528992.0,21715418983687.0,3715283114979.0,2736439792806.0,944750229858.0,0.77,2.24,14.22,14.11,1.62
000001.SH,20160115,28473477379770.0,20960741171691.0,3716166833413.0,2736652150279.0,944950392191.0,0.72,2.09,13.73,13.61,1.56
000001.SH,20160118,28585818175231.0,21047316579304.0,3718156232426.0,2738342056117.0,945992903307.0,0.6,1.73,13.78,13.66,1.57
000001.SH,20160119,29487881957711.0,21705718538400.0,3718725756235.0,2738342056117.0,945991421357.0,0.75,2.16,14.21,14.09,1.62
000001.SH,20160120,29185114903772.0,21468243864278.0,3718810651998.0,2738348611117.0,945995657057.0,0.79,2.28,14.07,13.95,1.6
000001.SH,20160121,28293570878012.0,20814353878186.0,3719006111954.0,2738553332556.0,946146824882.0,0.7,2.02,13.64,13.53,1.55
000001.SH,20160122,28645773611522.0,21066578622631.0,3721497625566.0,2738666289138.0,948021966984.0,0.58,1.68,13.81,13.7,1.57
000001.SH,20160125,28859562588381.0,21216405935789.0,3722998929082.0,2739839715087.0,949168777495.0,0.56,1.61,13.91,13.8,1.58
000001.SH,20160126,27056547911198.0,19892985420624.0,3722998929082.0,2740007094775.0,949316592804.0,0.77,2.21,13.04,12.94,1.48
000001.SH,20160127,26929726167624.0,19802984919046.0,3723408628901.0,2740165834275.0,949395483582.0,0.78,2.26,12.98,12.87,1.47
000001.SH,20160128,26182586977563.0,19246882568600.0,3722479435359.0,2739625582046.0,948908198067.0,0.62,1.8,12.62,12.51,1.43
000001.SH,20160129,26960992361892.0,19816643890466.0,3722630857234.0,2739798504046.0,949020559676.0,0.68,1.96,12.99,12.88,1.47
000001.SH,20160201,26464959004890.0,19460096440155.0,3722631256384.0,2740235612077.0,949256357076.0,0.57,1.64,12.75,12.7,1.44
000001.SH,20160202,27042889671067.0,19881138515912.0,3724906431903.0,2741252327781.0,950135687075.0,0.57,1.66,13.03,12.98,1.48
000001.SH,20160203,26917356376284.0,19791522220229.0,3724909582465.0,2741252328343.0,950206571073.0,0.54,1.56,12.97,12.92,1.47
000001.SH,20160204,27307371878992.0,20078376600982.0,3725373862676.0,2741281744977.0,950297567694.0,0.62,1.79,13.16,13.1,1.49
000001.SH,20160205,27164814767410.0,19980614596825.0,3726358491574.0,2741965547399.0,950407558890.0,0.51,1.48,13.08,13.02,1.48
000001.SH,20160215,26983269765316.0,19868231569172.0,3726672991574.0,2742681459102.0,950982379684.0,0.47,1.35,12.99,12.94,1.47
000001.SH,20160216,27859209001764.0,20504506966354.0,3727444449833.0,2742681459102.0,950998268765.0,0.71,2.05,13.42,13.36,1.52
000001.SH,20160217,28141750443796.0,20734389658486.0,3727448234993.0,2742825856262.0,951088546892.0,0.79,2.27,13.55,13.49,1.53
000001.SH,20160218,28100422059768.0,20692929434335.0,3727551810824.0,2742825856262.0,951094105057.0,0.8,2.29,13.53,13.48,1.53
000001.SH,20160219,28060961172185.0,20668403584167.0,3727581658868.0,2742842089690.0,951114488821.0,0.59,1.71,13.51,13.46,1.53
000001.SH,20160222,28726808999265.0,21168018179134.0,3727581658868.0,2744223387668.0,951384878439.0,0.84,2.43,13.83,13.78,1.56
000001.SH,20160223,28481166176508.0,20995357055595.0,3727655010341.0,2744317832112.0,951680632646.0,0.73,2.09,13.71,13.66,1.55
000001.SH,20160224,28721965327866.0,21191473242662.0,3727893335221.0,2744317832112.0,951685632646.0,0.77,2.23,13.83,13.78,1.56
000001.SH,20160225,26945374087685.0,19873887918518.0,3727893335221.0,2744361816452.0,951844625727.0,0.98,2.82,12.97,12.93,1.47
000001.SH,20160226,27233876966801.0,20071678557715.0,3728426048815.0,2744797766111.0,952291274726.0,0.69,2.0,13.11,13.06,1.48
000001.SH,20160229,26531773750309.0,19560848483990.0,3729443388573.0,2745084095211.0,952576859609.0,0.75,2.17,12.73,12.73,1.44
000001.SH,20160301,26968417719146.0,19871398632660.0,3730604931462.0,2745084095211.0,952699371847.0,0.68,1.96,12.9,12.93,1.47
000001.SH,20160302,28084875471821.0,20699046076853.0,3730604931462.0,2745215681269.0,952776481287.0,0.98,2.83,13.42,13.46,1.53
000001.SH,20160303,28194905661143.0,20811826051389.0,3730884931462.0,2746659326226.0,954272481640.0,1.04,3.01,13.48,13.51,1.53
000001.SH,20160304,28423569935751.0,20991019023710.0,3730884149745.0,2746662612892.0,954274817784.0,1.14,3.27,13.58,13.62,1.55
000001.SH,20160307,28606917941386.0,21130813578847.0,3730949296698.0,2746662613266.0,954254621293.0,0.79,2.27,13.64,13.7,1.56
000001.SH,20160308,28648477897068.0,21171110911119.0,3730949296698.0,2746662613266.0,954217915412.0,0.85,2.44,13.67,13.72,1.56
000001.SH,20160309,28299859982743.0,20917212248124.0,3730948366698.0,2746662613266.0,954245036944.0,0.67,1.92,13.5,13.56,1.54
000001.SH,20160310,27737387439207.0,20488135391826.0,3730948366698.0,2746662613266.0,954243222044.0,0.51,1.45,13.23,13.29,1.51
000001.SH,20160311,27807268837379.0,20529884399792.0,3730948366698.0,2746662613266.0,954241589102.0,0.46,1.33,13.25,13.31,1.51
000001.SH,20160314,28255818394378.0,20853950826151.0,3730948366698.0,2746896478067.0,954413380335.0,0.71,2.04,13.43,13.53,1.54
000001.SH,20160315,28315423991540.0,20891414554347.0,3730948366698.0,2746896478067.0,954473141569.0,0.59,1.71,13.44,13.55,1.54
000001.SH,20160316,28414587960619.0,20985198833432.0,3730948366698.0,2746898835147.0,954470575120.0,0.68,1.95,13.4,13.61,1.54
000001.SH,20160317,28715751794385.0,21188958229369.0,3732043138305.0,2746898835147.0,954458793255.0,0.73,2.09,13.52,13.76,1.56
000001.SH,20160318,29155839171698.0,21524226451488.0,3733156553685.0,2748182873615.0,955428179917.0,1.14,3.27,13.62,13.87,1.58
000001.SH,20160321,29782300450955.0,21964862737387.0,3735830562196.0,2749744877986.0,956699724265.0,1.28,3.67,13.91,14.16,1.62
000001.SH,20160322,29603463999598.0,21826294351424.0,3736830072528.0,2749744877986.0,956650204163.0,0.98,2.82,13.83,14.07,1.61
000001.SH,20160323,29700466712681.0,21940788131812.0,3736950072528.0,2752260995987.0,958445601860.0,0.79,2.26,13.89,14.13,1.61
000001.SH,20160324,29227411206564.0,21585465718158.0,3737234372528.0,2752374781307.0,958500656762.0,0.86,2.47,14.08,13.98,1.58
000001.SH,20160325,29405352013949.0,21724902899607.0,3737304872528.0,2752438875517.0,958568606763.0,0.63,1.82,14.29,14.06,1.59
000001.SH,20160328,29195571123406.0,21584756022813.0,3737275302528.0,2752897279369.0,959698826227.0,0.73,2.1,14.14,13.96,1.58
000001.SH,20160329,28856656068426.0,21319329262116.0,3739307058662.0,2752897466176.0,959718502076.0,0.66,1.9,14.0,13.81,1.56
000001.SH,20160330,29652041210275.0,21901060560140.0,3739826894662.0,2753509865816.0,959465786537.0,0.76,2.19,14.39,14.1,1.6
000001.SH,20160331,29663833807285.0,21924511675417.0,3740029854662.0,2753509715316.0,957775908046.0,0.8,2.3,14.33,14.21,1.58
000001.SH,20160401,29730900424378.0,21982072601356.0,3740329452438.0,2754294540001.0,957111093310.0,0.75,2.15,14.35,14.24,1.58
000001.SH,20160405,30130763804340.0,22279841999250.0,3740542240854.0,2754320006124.0,957025470810.0,0.93,2.67,14.54,14.43,1.6
000001.SH,20160406,30099858650271.0,22249250711528.0,3742019512068.0,2754369107189.0,957076558949.0,0.84,2.42,14.53,14.41,1.6
000001.SH,20160407,29691087605487.0,21951268162625.0,3742019512068.0,2755119852176.0,957532240821.0,0.8,2.3,14.3,14.21,1.58
000001.SH,20160408,29462077849627.0,21785006443130.0,3741573128988.0,2754673469096.0,957345772340.0,0.68,1.96,14.18,14.1,1.57
000001.SH,20160411,29924909847548.0,22130659295075.0,3741573128988.0,2754784341523.0,957446288466.0,0.8,2.29,14.43,14.35,1.59
000001.SH,20160412,29826199283337.0,22061534675535.0,3741573473988.0,2754784341523.0,957507132213.0,0.66,1.9,14.39,14.3,1.59
000001.SH,20160413,30246533804193.0,22374700173724.0,3741573473988.0,2754785505543.0,957506930212.0,1.12,3.23,14.59,14.5,1.61
000001.SH,20160414,30392666423960.0,22475949386402.0,3742003703759.0,2755025442234.0,957726899541.0,0.75,2.17,14.65,14.58,1.62
000001.SH,20160415,30422908117096.0,22454879323119.0,3747724193759.0,2755115910434.0,957937166973.0,0.69,1.98,14.67,14.59,1.61
000001.SH,20160418,29996795499014.0,22137240859722.0,3748385972427.0,2755883344434.0,957710728661.0,0.66,1.91,14.53,14.43,1.59
000001.SH,20160419,30079789125385.0,22207838287632.0,3748548282427.0,2756596046970.0,957686952298.0,0.57,1.63,14.53,14.46,1.59
000001.SH,20160420,29437267471074.0,21731019988004.0,3748007998427.0,2756056967545.0,957298892312.0,1.02,2.95,14.23,14.16,1.56
000001.SH,20160421,29253251122647.0,21597751130730.0,3748520417855.0,2756063018545.0,957205202432.0,0.69,1.97,14.15,14.07,1.55
000001.SH,20160422,29309504984811.0,21650901608486.0,3748735417855.0,2756299812596.0,957091012421.0,0.5,1.43,14.17,14.09,1.55
000001.SH,20160425,29194323868551.0,21552429285260.0,3750935823287.0,2756617361627.0,957350391022.0,0.46,1.31,14.08,14.04,1.55
000001.SH,20160426,29363505526852.0,21713790599607.0,3751317982550.0,2760560298189.0,958136619184.0,0.43,1.23,14.2,14.15,1.55
000001.SH,20160427,29252090397008.0,21638464429505.0,3751317982550.0,2760828520338.0,958296743886.0,0.47,1.36,14.14,14.11,1.54
000001.SH,20160428,29185935880749.0,21596759562671.0,3751337672550.0,2761501021068.0,958773727239.0,0.5,1.44,14.09,14.09,1.53
000001.SH,20160429,29110494541993.0,21545291231253.0,3751567672550.0,2761518028148.0,958773727239.0,0.39,1.13,14.17,14.3,1.51
000001.SH,20160503,29642441138488.0,21921695754232.0,3752827837050.0,2761596716490.0,958817230739.0,0.61,1.75,14.44,14.55,1.52
000001.SH,20160504,29627073421143.0,21906904327295.0,3753057837050.0,2761820972490.0,958867061129.0,0.6,1.72,14.43,14.54,1.52
000001.SH,20160505,29689378884574.0,21941599860380.0,3753705303406.0,2761932974366.0,958849331358.0,0.52,1.51,14.46,14.57,1.52
000001.SH,20160506,28900012756715.0,21322311310289.0,3756879062614.0,2762235166006.0,958999507356.0,0.75,2.15,14.08,14.18,1.48
000001.SH,20160509,28139958131291.0,20760708671796.0,3757722523584.0,2764421503724.0,959268651546.0,0.65,1.87,13.71,13.81,1.44
000001.SH,20160510,28151920409137.0,20763465326067.0,3759180356649.0,2764761955301.0,958864212497.0,0.44,1.26,13.71,13.81,1.45
000001.SH,20160511,28207699295580.0,20809570857889.0,3759541086847.0,2765663807501.0,961468187366.0,0.49,1.41,13.74,13.84,1.45
000001.SH,20160512,28212025601550.0,20806675944501.0,3760471060562.0,2766036438675.0,961931725707.0,0.49,1.41,13.74,13.84,1.45
000001.SH,20160513,28134242067339.0,20755050111044.0,3760706923562.0,2766712903751.0,961941820216.0,0.41,1.19,13.7,13.81,1.44
000001.SH,20160516,28353361766102.0,20948414582324.0,3763836525814.0,2773583950350.0,962254019098.0,0.41,1.19,13.81,13.91,1.47
000001.SH,20160517,28292209905593.0,20911686278651.0,3764163205814.0,2775883838235.0,963470436579.0,0.44,1.28,13.78,13.88,1.47
000001.SH,20160518,27984261758328.0,20687913191869.0,3764369290208.0,2776174913115.0,963716787640.0,0.5,1.45,13.63,13.73,1.45
000001.SH,20160519,27996169638829.0,20666414749686.0,3768493370260.0,2776395561217.0,963873495493.0,0.4,1.15,13.64,13.74,1.45
000001.SH,20160520,28173648534359.0,20810973788551.0,3769208546976.0,2779128129666.0,965239651008.0,0.39,1.12,13.72,13.82,1.46
000001.SH,20160523,28342569479057.0,20917082777344.0,3772758050526.0,2779563230767.0,965445720231.0,0.43,1.25,13.8,13.9,1.47
000001.SH,20160524,28142836892716.0,20775207876895.0,3773467064655.0,2783283063809.0,967506983305.0,0.4,1.15,13.71,13.81,1.46
000001.SH,20160525,28139840972724.0,20796430836347.0,3774538224199.0,2785048054344.0,967631743832.0,0.37,1.07,13.7,13.81,1.46
000001.SH,20160526,28173295095845.0,20807248452628.0,3776345003424.0,2785257784299.0,967899539187.0,0.41,1.18,13.72,13.82,1.46
000001.SH,20160527,28168157816178.0,20812747811859.0,3777027655907.0,2786557769527.0,968519033771.0,0.39,1.13,13.72,13.82,1.46
000001.SH,20160530,28203054812822.0,20847336209210.0,3778864478294.0,2787485170255.0,969279509499.0,0.38,1.1,13.73,13.84,1.46
000001.SH,20160531,29112620063650.0,21505226630053.0,3780522868852.0,2789116350197.0,969894274487.0,0.77,2.21,14.18,14.28,1.51
